reporter,partner,trade_value,year
AFG,AUS,648457.0,2010
AFG,AUT,13975.0,2010
AFG,BEL,839983.0,2010
AFG,CAN,478863.0,2010
AFG,CHN,11691878.0,2010
AFG,DNK,189000.0,2010
AFG,FIN,2953092.0,2010
AFG,FRA,264195.0,2010
AFG,DEU,1883784.0,2010
AFG,HKG,182738.0,2010
AFG,IDN,127210.0,2010
AFG,IRN,31730468.0,2010
AFG,IRQ,8721384.0,2010
AFG,ITA,549969.0,2010
AFG,JPN,307797.0,2010
AFG,KAZ,941775.0,2010
AFG,JOR,28704.0,2010
AFG,KOR,641836.0,2010
AFG,LVA,529410.0,2010
AFG,NLD,9409321.0,2010
AFG,NZL,37800.0,2010
AFG,NOR,52460.0,2010
AFG,PAK,151342943.0,2010
AFG,POL,37800.0,2010
AFG,RUS,29585442.0,2010
AFG,SAU,1566230.0,2010
AFG,IND,65357645.0,2010
AFG,ESP,127800.0,2010
AFG,SWE,45850.0,2010
AFG,CHE,263628.0,2010
AFG,SYR,941436.0,2010
AFG,TJK,7243814.0,2010
AFG,ARE,6180693.0,2010
AFG,TUR,34774715.0,2010
AFG,TKM,8620285.0,2010
AFG,UKR,228555.0,2010
AFG,EGY,3832974.0,2010
AFG,GBR,2049947.0,2010
AFG,USA,3661498.0,2010
AFG,UZB,398285.0,2010
ALB,AFG,1830.0,2010
ALB,AUS,133.0,2010
ALB,AUT,15964618.0,2010
ALB,BHR,11993.0,2010
ALB,BEL,3953934.0,2010
ALB,BOL,298157.0,2010
ALB,BIH,3096517.0,2010
ALB,BRA,2676716.0,2010
ALB,BLZ,9408.0,2010
ALB,BGR,15689737.0,2010
ALB,BLR,11313.0,2010
ALB,KHM,6718.0,2010
ALB,CAN,931616.0,2010
ALB,CYM,1058545.0,2010
ALB,CAF,1296.0,2010
ALB,CHL,2835.0,2010
ALB,CHN,85172417.0,2010
ALB,COM,65172.0,2010
ALB,COG,70206.0,2010
ALB,HRV,2421065.0,2010
ALB,CYP,465088.0,2010
ALB,CZE,16795972.0,2010
ALB,DNK,429882.0,2010
ALB,EST,84932.0,2010
ALB,FIN,163938.0,2010
ALB,FRA,13184795.0,2010
ALB,DEU,43303617.0,2010
ALB,GRC,83798480.0,2010
ALB,GTM,12238.0,2010
ALB,HKG,622539.0,2010
ALB,HUN,481507.0,2010
ALB,ISL,1623646.0,2010
ALB,IDN,72313.0,2010
ALB,IRN,133466.0,2010
ALB,IRQ,26361.0,2010
ALB,IRL,17061.0,2010
ALB,ISR,521080.0,2010
ALB,ITA,787543147.0,2010
ALB,JPN,529239.0,2010
ALB,KAZ,264560.0,2010
ALB,JOR,460664.0,2010
ALB,KOR,5490.0,2010
ALB,KWT,42914.0,2010
ALB,LVA,144381.0,2010
ALB,LBR,12092.0,2010
ALB,LBY,10934879.0,2010
ALB,LTU,205216.0,2010
ALB,LUX,8560627.0,2010
ALB,MDG,4904.0,2010
ALB,MYS,395.0,2010
ALB,MLI,5040.0,2010
ALB,MLT,11761175.0,2010
ALB,MEX,1.0,2010
ALB,S19,38097.0,2010
ALB,MDA,20161.0,2010
ALB,MAR,12130.0,2010
ALB,OMN,12491.0,2010
ALB,NPL,93009.0,2010
ALB,NLD,10641701.0,2010
ALB,NIC,1071.0,2010
ALB,NGA,93183.0,2010
ALB,NOR,5330.0,2010
ALB,MHL,21593.0,2010
ALB,PAN,39753.0,2010
ALB,PHL,67.0,2010
ALB,POL,239611.0,2010
ALB,PRT,79408.0,2010
ALB,ROU,801370.0,2010
ALB,RUS,34372.0,2010
ALB,RWA,19666.0,2010
ALB,SAU,166037.0,2010
ALB,SEN,971.0,2010
ALB,SRB,129293485.0,2010
ALB,SLE,35451.0,2010
ALB,IND,152327.0,2010
ALB,SGP,129.0,2010
ALB,SVK,591503.0,2010
ALB,SVN,14004068.0,2010
ALB,ZAF,1333.0,2010
ALB,ESP,53217473.0,2010
ALB,SWZ,133174.0,2010
ALB,SWE,1238245.0,2010
ALB,CHE,64227349.0,2010
ALB,SYR,146818.0,2010
ALB,TJK,133.0,2010
ALB,THA,3870.0,2010
ALB,ARE,11673268.0,2010
ALB,TUR,92656313.0,2010
ALB,UGA,2666.0,2010
ALB,UKR,11697.0,2010
ALB,MKD,25958571.0,2010
ALB,EGY,5324991.0,2010
ALB,GBR,2368210.0,2010
ALB,TZA,38836.0,2010
ALB,USA,22834452.0,2010
ALB,ZMB,65476.0,2010
ALB,_X,1.0,2010
DZA,ALB,1873773.0,2010
DZA,AGO,832640.0,2010
DZA,ARG,57613.0,2010
DZA,AUS,27192258.0,2010
DZA,AUT,29516.0,2010
DZA,BHR,124404.0,2010
DZA,BEL,1919954818.0,2010
DZA,BOL,8980.0,2010
DZA,BRA,2415434395.0,2010
DZA,BGR,8360934.0,2010
DZA,CMR,1248536.0,2010
DZA,CAN,2970833991.0,2010
DZA,CPV,1060272.0,2010
DZA,CAF,964.0,2010
DZA,LKA,6158973.0,2010
DZA,TCD,28045.0,2010
DZA,CHL,35076.0,2010
DZA,CHN,1173443485.0,2010
DZA,COG,559.0,2010
DZA,HRV,2572434.0,2010
DZA,CUB,195052641.0,2010
DZA,CYP,41390183.0,2010
DZA,CZE,4709.0,2010
DZA,BEN,43441.0,2010
DZA,DNK,49638087.0,2010
DZA,DOM,6447366.0,2010
DZA,ECU,14737.0,2010
DZA,SLV,3810.0,2010
DZA,GNQ,303797.0,2010
DZA,ETH,11827.0,2010
DZA,FRA,3776057290.0,2010
DZA,DJI,1422915.0,2010
DZA,GAB,48132.0,2010
DZA,GEO,393899.0,2010
DZA,GMB,1200536.0,2010
DZA,PSE,134409.0,2010
DZA,DEU,383904262.0,2010
DZA,GHA,4342685.0,2010
DZA,GRC,270676450.0,2010
DZA,GIN,12588251.0,2010
DZA,HTI,1680.0,2010
DZA,HKG,37495.0,2010
DZA,ISL,482440524.0,2010
DZA,IDN,84745811.0,2010
DZA,IRQ,4285110.0,2010
DZA,IRL,535906.0,2010
DZA,ITA,8779264883.0,2010
DZA,CIV,88916.0,2010
DZA,JPN,125951668.0,2010
DZA,KAZ,27226.0,2010
DZA,JOR,24695827.0,2010
DZA,KEN,1160839.0,2010
DZA,KOR,1157524550.0,2010
DZA,KWT,205306.0,2010
DZA,LBN,28337656.0,2010
DZA,LBR,2118047.0,2010
DZA,LBY,30741228.0,2010
DZA,LTU,69870.0,2010
DZA,MDG,530892.0,2010
DZA,MYS,140095.0,2010
DZA,MLI,277671.0,2010
DZA,MLT,152034412.0,2010
DZA,MRT,1064985.0,2010
DZA,MEX,21609035.0,2010
DZA,S19,21673145.0,2010
DZA,MAR,713200683.0,2010
DZA,MOZ,1214431.0,2010
DZA,OMN,696303.0,2010
DZA,NLD,4163526545.0,2010
DZA,NZL,74779.0,2010
DZA,NER,13553125.0,2010
DZA,NGA,10176757.0,2010
DZA,E19,3812.0,2010
DZA,NOR,136291.0,2010
DZA,MHL,16785.0,2010
DZA,PAK,4062417.0,2010
DZA,PAN,318671.0,2010
DZA,PHL,5036789.0,2010
DZA,POL,3620372.0,2010
DZA,PRT,1014608931.0,2010
DZA,QAT,543595.0,2010
DZA,ROU,55321207.0,2010
DZA,RUS,814919.0,2010
DZA,RWA,457.0,2010
DZA,STP,105352.0,2010
DZA,SAU,8909159.0,2010
DZA,SEN,699075.0,2010
DZA,SRB,4396.0,2010
DZA,SYC,6745.0,2010
DZA,SLE,2519305.0,2010
DZA,IND,1565148765.0,2010
DZA,SGP,63835931.0,2010
DZA,VNM,117974.0,2010
DZA,SVN,71947244.0,2010
DZA,ZAF,677904.0,2010
DZA,ZWE,18767306.0,2010
DZA,ESP,5908645489.0,2010
DZA,SDN,52436355.0,2010
DZA,SWZ,8000.0,2010
DZA,SWE,119781841.0,2010
DZA,CHE,116615755.0,2010
DZA,SYR,74336527.0,2010
DZA,TJK,178809.0,2010
DZA,THA,75439.0,2010
DZA,TGO,233.0,2010
DZA,ARE,71889386.0,2010
DZA,TUN,536251618.0,2010
DZA,TUR,2703621672.0,2010
DZA,UKR,4518816.0,2010
DZA,EGY,427042425.0,2010
DZA,GBR,1289999582.0,2010
DZA,TZA,3428279.0,2010
DZA,USA,13827316224.0,2010
DZA,BFA,7461.0,2010
DZA,URY,2171537.0,2010
DZA,VEN,27601.0,2010
DZA,YEM,205297.0,2010
DZA,_X,255332.0,2010
AND,AGO,13975.19,2010
AND,AZE,229767.815,2010
AND,ARG,372366.433,2010
AND,AUS,2422.09,2010
AND,AUT,31543.721,2010
AND,BHR,27792.44,2010
AND,ARM,35357.175,2010
AND,BEL,337520.745,2010
AND,BMU,4807.463,2010
AND,BRA,1516.847,2010
AND,BGR,1038.504,2010
AND,CMR,11737.342,2010
AND,CAN,1935.334,2010
AND,CPV,5150.853,2010
AND,CHL,220320.648,2010
AND,CHN,33580.033,2010
AND,COL,768.138,2010
AND,CRI,1405.945,2010
AND,HRV,1748.385,2010
AND,CUB,369.435,2010
AND,CYP,281.91,2010
AND,CZE,19883.945,2010
AND,DNK,10789.4,2010
AND,ECU,41.762,2010
AND,SLV,2569.247,2010
AND,GNQ,30490.411,2010
AND,ERI,2809.46,2010
AND,EST,246.343,2010
AND,FIN,7719.069,2010
AND,FRA,15478080.318,2010
AND,DJI,74.925,2010
AND,GAB,377.729,2010
AND,GEO,10913.206,2010
AND,DEU,584349.827,2010
AND,GIB,7732.818,2010
AND,GRC,10287.113,2010
AND,GTM,100653.217,2010
AND,GUY,60978.18,2010
AND,HND,23548.809,2010
AND,HKG,150201.336,2010
AND,HUN,2311.28,2010
AND,ISL,38.301,2010
AND,IRN,149.296,2010
AND,IRL,8383.912,2010
AND,ISR,2746.461,2010
AND,ITA,608286.294,2010
AND,CIV,443.766,2010
AND,JPN,52165.743,2010
AND,JOR,3590.926,2010
AND,KEN,75055.489,2010
AND,KOR,30667.655,2010
AND,KWT,1044.057,2010
AND,LBN,96413.41,2010
AND,LVA,1967.89,2010
AND,LUX,40204.577,2010
AND,MLT,9171.161,2010
AND,MRT,369.805,2010
AND,MEX,18990.285,2010
AND,S19,9601.719,2010
AND,MAR,4241.001,2010
AND,OMN,115.123,2010
AND,NLD,913790.995,2010
AND,ABW,8017.422,2010
AND,NIC,41587.436,2010
AND,E19,46926.916,2010
AND,F19,403453.139,2010
AND,NOR,3997638.497,2010
AND,PAN,14970.878,2010
AND,PRY,31025.307,2010
AND,PER,284.618,2010
AND,POL,27339.409,2010
AND,PRT,574493.275,2010
AND,ROU,25397.669,2010
AND,RUS,102231.682,2010
AND,SAU,120213.914,2010
AND,SEN,1177.142,2010
AND,SGP,18110.566,2010
AND,SVK,38204.936,2010
AND,VNM,6150.412,2010
AND,SVN,6139.13,2010
AND,ZAF,194.148,2010
AND,ESP,62238643.407,2010
AND,SWE,91250.974,2010
AND,CHE,4269425.704,2010
AND,SYR,25093.901,2010
AND,TJK,27944.568,2010
AND,ARE,12702.792,2010
AND,TUN,129.432,2010
AND,TUR,65.905,2010
AND,EGY,59466.134,2010
AND,GBR,289776.316,2010
AND,TZA,2857.073,2010
AND,BFA,4325.396,2010
AND,URY,462.256,2010
AND,UZB,21826.411,2010
AND,VEN,145.28,2010
AND,_X,94472.687,2010
AGO,BHS,140139415.0,2010
AGO,BEL,45614873.0,2010
AGO,BRA,509259955.0,2010
AGO,CAN,4039116578.0,2010
AGO,CHN,20963245476.0,2010
AGO,COG,4599240.0,2010
AGO,CYP,206626.0,2010
AGO,FRA,2213064563.0,2010
AGO,HKG,6026066.0,2010
AGO,ISR,426397104.0,2010
AGO,ITA,219933498.0,2010
AGO,KOR,94148203.0,2010
AGO,MYS,237357325.0,2010
AGO,S19,2699439575.0,2010
AGO,NLD,724212044.0,2010
AGO,PAN,77969322.0,2010
AGO,PER,403724675.0,2010
AGO,PRT,866257758.0,2010
AGO,A59,91421437.0,2010
