country,fitness,degree_actual,degree_predicted,degree_error,relative_error
URY,0.0006524012316811956,163,167.50107330193697,4.5010733019369695,0.02761394663765012
USA,0.2761764465902335,192,194.7428825685049,2.7428825685049105,0.014285846710963076
UZB,0.0007282618602324671,94,169.10755333153375,75.10755333153375,0.7990165248035506
VCT,1.2524924324110655e-05,124,76.4883859064762,-47.511614093523804,-0.38315817817357906
VEN,0.001856051458436884,159,180.12225125953037,21.122251259530373,0.13284434754421617
VNM,0.0023286371668929636,188,182.1288753219509,-5.871124678049114,-0.031229386585367627
VUT,9.875323005398263e-06,68,70.65766149651122,2.657661496511224,0.03908325730163565
WSM,1.2526181080611258e-05,86,76.49088443692132,-9.50911556307868,-0.1105711111985893
YEM,0.0009096272266369912,160,172.1495625857661,12.149562585766091,0.07593476616103807
ZAF,0.004772298772744823,194,187.05302533954543,-6.946974660454572,-0.03580914773430192
ZMB,0.0001942067675702001,145,145.3929671754916,0.39296717549160576,0.0027101184516662466
ZWE,0.00024240559527621862,165,150.01954305618008,-14.980456943819917,-0.09079064814436313
