country,fitness,degree_actual,degree_predicted,degree_error,relative_error
ABW,3.0110022409384296e-05,83,78.93773998482254,-4.062260015177458,-0.048942891749126
AFG,0.00025157402265312955,94,134.3084027809185,40.3084027809185,0.42881279554168616
AGO,0.0011688108387325283,152,166.46161659367493,14.461616593674933,0.09514221443207192
ALB,0.00015363090310311953,133,121.96125083692414,-11.038749163075863,-0.0829981140080892
AND,3.260206075352188e-05,126,80.9806036750111,-45.019396324988904,-0.35729679623007066
ARE,0.004573516587168088,198,184.9502508267746,-13.049749173225393,-0.06590782410719896
ARG,0.006281121090310582,167,187.9028658802962,20.90286588029619,0.12516686155865983
ARM,0.00014567261478267186,111,120.5889870986437,9.588987098643699,0.08638727115895224
ASM,8.009594633854157e-06,43,48.0699094835191,5.069909483519098,0.11790487170974645
ATG,1.6751871422814658e-05,95,64.45957375175954,-30.540426248240465,-0.32147817103411014
AUS,0.01826661311339241,195,194.8065678384531,-0.19343216154689458,-0.0009919598028045875
AUT,0.004724162956638131,198,185.27348625628724,-12.726513743712758,-0.06427532193794322
AZE,0.0006264203185239112,131,154.75259035293035,23.752590352930355,0.18131748361015537
BDI,4.055219197067402e-05,101,86.66261671190117,-14.337383288098835,-0.14195428998117657
BEL,0.005738778660179654,200,187.10973845697808,-12.890261543021921,-0.06445130771510961
BEN,0.00017964192347712365,126,125.9546205560586,-0.0453794439413997,-0.00036015431699523573
BFA,0.00018704491651926435,130,126.97476603484753,-3.0252339651524665,-0.02327103050117282
BGD,0.003255424544064736,133,181.24853531204317,48.248535312043174,0.36277094219581335
BGR,0.000674481558787157,194,156.24348654100612,-37.75651345899388,-0.19462120339687566
BHR,0.0004236189152224155,156,146.42783268193912,-9.572167318060878,-0.06136004691064665
BHS,0.0001197254883681222,107,115.47377261655744,8.47377261655744,0.07919413660334056
BIH,0.0002210019632837421,146,131.13728243363263,-14.862717566367365,-0.10179943538607784
BLR,0.0007154095529905216,164,157.41221107983392,-6.587788920166076,-0.040169444635159
BLZ,2.3869135163197046e-05,98,73.07062404476949,-24.929375955230512,-0.25438138729827053
BMU,7.775591084108832e-05,75,104.00427602969262,29.00427602969262,0.3867236803959016
BOL,0.00039859062971384367,124,145.06892403025458,21.06892403025458,0.16991067766334336
BRA,0.021471505456905494,200,195.51674997931661,-4.483250020683386,-0.022416250103416926
BRB,6.0207381700668693e-05,116,97.15513450748556,-18.844865492514444,-0.16245573700443486
BRN,0.00016382795058843846,103,123.60979347939096,20.60979347939096,0.20009508232418408
BTN,2.9046042291049944e-05,60,78.0189316474468,18.018931647446806,0.3003155274574468
BWA,0.00018051209230987187,116,126.07693508022429,10.076935080224288,0.08687013000193353
CAF,2.4457109799801097e-05,95,73.6777922485756,-21.3222077514244,-0.22444429212025685
CAN,0.019654656831409684,195,195.13748797056957,0.1374879705695662,0.000705066515741365
CHE,0.008919034419049525,199,190.64756133989056,-8.352438660109442,-0.04197205356838916
CHL,0.002996162401589606,179,180.25634886641143,1.2563488664114288,0.0070187087509018375
CHN,0.18201966417151982,197,200.10212126047148,3.1021212604714776,0.015746808428789227
CIV,0.0007249292286235303,150,157.67207412408038,7.672074124080382,0.05114716082720255
CMR,0.000458689213808199,147,148.17791083842084,1.1779108384208428,0.00801299890082206
COD,0.0005513751550588096,122,152.11624380485304,30.116243804853042,0.2468544574168282
COG,0.00012109663973258278,136,115.77284719114505,-20.227152808854953,-0.1487290647709923
COL,0.0036391776330255148,178,182.52548531904048,4.5254853190404845,0.025424074826070137
COM,1.3305880953907691e-05,83,59.10404343034408,-23.895956569655922,-0.28790309120067376
CPV,2.0443170998387813e-05,87,69.24958848591733,-17.75041151408267,-0.20402771855267438
CRI,0.000751859260424846,152,158.38456280388203,6.384562803882034,0.04200370265711864
CUB,0.0009888060449045645,126,163.5187853101802,37.51878531018019,0.2977681373823825
CUW,2.8167065282796296e-05,101,77.23692959128857,-23.763070408711428,-0.235277924838727
CYM,6.300968120882216e-05,84,98.37248851592953,14.372488515929533,0.17110105376106585
CYP,0.0002980718507456064,184,138.36993865491502,-45.63006134508498,-0.2479894638319836
CZE,0.002510054165603409,192,178.0205788183572,-13.979421181642806,-0.07280948532105629
DEU,0.0429875656431343,200,197.82903272781508,-2.1709672721849245,-0.010854836360924623
DJI,3.739259647588598e-05,93,84.53850787337034,-8.461492126629665,-0.09098378630784586
DMA,6.020147307202237e-06,90,42.36922657162139,-47.63077342837861,-0.5292308158708734
DNK,0.003979140160314758,200,183.50376368313056,-16.496236316869442,-0.08248118158434721
DOM,0.0009932204229287298,147,163.5990646117577,16.59906461175771,0.11291880688270552
DZA,0.0023445379716233576,119,177.11520231907215,58.115202319072154,0.48836304469808534
ECU,0.0011463864025068975,158,166.12827401526636,8.128274015266356,0.051444772248521245
EGY,0.00502872245511474,177,185.8824758570604,8.882475857060399,0.050183479418420336
ESP,0.014488327373419587,201,193.65301801411275,-7.346981985887254,-0.03655214918351868
EST,0.00032352500162793245,174,140.2934772319863,-33.70652276801371,-0.19371564809203284
ETH,0.0011151730239405636,155,165.6498440022942,10.649844002294202,0.06870867098254324
FIN,0.0030147064730318513,198,180.3313364683634,-17.66866353163661,-0.0892356744022051
FJI,5.269686087778765e-05,112,93.59751940870548,-18.40248059129452,-0.1643078624222725
FRA,0.0294489570207047,201,196.70516510077184,-4.294834899228164,-0.021367337807105292
FRO,3.482135644598465e-05,48,82.68430416350763,34.68430416350763,0.7225896700730757
FSM,3.9940435535852525e-06,35,34.87086631008785,-0.1291336899121518,-0.003689533997490051
GAB,0.00018513846054297772,147,126.71640888472696,-20.28359111527304,-0.1379836130290683
GBR,0.03499769517380072,200,197.25494473245976,-2.7450552675402378,-0.013725276337701188
GEO,0.00021161444974499797,138,130.0625464933394,-7.937453506660603,-0.05751777903377248
GHA,0.0007664249108537751,137,158.7566694951034,21.75666949510341,0.15880780653360152
GIN,0.00015424100527295685,111,122.063223975356,11.063223975355996,0.09966868446266663
GMB,2.0585752101095927e-05,106,69.41928606665306,-36.58071393334694,-0.3451010748428957
GNB,1.744461176924527e-05,73,65.42268286704682,-7.577317132953183,-0.10379886483497512
GNQ,0.00011674463706088976,87,114.810757852129,27.810757852129,0.3196638833578046
GRC,0.002282322048263704,196,176.7514934765665,-19.24850652343349,-0.09820666593588516
GRD,1.1940821959936324e-05,82,56.65939606214083,-25.34060393785917,-0.309031755339746
GRL,3.312355544935945e-05,48,81.39019636834615,33.39019636834615,0.6956290910072115
GTM,0.0008482272352962778,152,160.6922751714228,8.692275171422807,0.05718602086462373
GUM,6.505349362201093e-05,63,99.22716150372212,36.227161503722115,0.5750343095828907
GUY,8.87610476981899e-05,124,107.54268943112076,-16.457310568879237,-0.13272024652321965
HKG,0.003782977036505555,192,182.95488062599975,-9.045119374000251,-0.04710999673958464
HND,0.00027029149272816716,115,136.0398303514235,21.03983035142349,0.1829550465341173
HRV,0.0006468063165988664,178,155.40179440861777,-22.598205591382225,-0.12695621118754058
HTI,0.00018266551176528189,96,126.37683082787794,30.37683082787794,0.3164253211237285
HUN,0.0017299854783947941,191,172.78067696597088,-18.219323034029117,-0.09538912583261318
IDN,0.012536715163864237,198,192.84485094822256,-5.1551490517774425,-0.026036106322108295
IND,0.030911028806675293,201,196.86612797833862,-4.133872021661375,-0.020566527470952115
IRL,0.004975573159177618,194,185.7802089151325,-8.219791084867495,-0.04237005713849224
IRN,0.005492979550645223,145,186.71193167346237,41.711931673462374,0.2876684942997405
IRQ,0.002165128319152017,115,176.0275171528111,61.0275171528111,0.5306740621983574
ISL,0.0002345470581857956,139,132.6001867502255,-6.399813249774496,-0.046041821940823714
ISR,0.004264639007352875,177,184.23555194355703,7.235551943557027,0.04087882453987021
ITA,0.021368965247458516,200,195.49676658478785,-4.503233415212151,-0.022516167076060755
